22, open
88, closed
61, closed
41, closed
67, closed
68, closed
51, closed
53, closed
69, closed
42, closed
77, closed
70, closed
43, closed
71, closed
72, closed
78, closed
49, closed
48, closed
73, closed
64, closed
55, closed
57, closed
75, closed
82, closed
21, closed
50, closed
76, closed
80, closed
56, closed
83, closed
63, closed
28, closed
62, closed
81, closed
44, closed
84, closed
74, closed
89, closed
31, closed
16, closed
47, closed
45, closed
46, closed
52, closed
60, closed
93, closed
79, closed
59, closed
85, closed
18, closed
54, closed
90, closed
86, closed
19, closed
20, closed
87, closed
58, closed
100, closed
17, closed
66, closed
39, closed
24, closed
25, closed
27, closed
26, closed
91, closed
23, closed
34, closed
35, closed
30, closed
36, closed
96, closed
33, closed
14, closed
15, closed
99, closed
13, closed
37, closed
98, closed
8, closed
38, closed
95, closed
4, closed
9, closed
65, closed
40, closed
92, closed
97, closed
12, closed
1, closed
94, closed
2, closed
10, closed
6, closed
7, closed
5, closed
11, closed
3, closed
32, closed
29, closed
101, closed
102, closed
105, closed
103, closed
104, closed
106, closed
107, closed
109, closed
146, closed
108, closed
175, closed
181, closed
183, closed
185, closed
188, closed
191, closed
194, closed
112, closed
114, closed
115, closed
118, closed
113, closed
119, closed
120, closed
121, closed
122, closed
124, closed
125, closed
128, closed
130, closed
132, closed
133, closed
134, closed
168, closed
140, closed
142, closed
143, closed
152, closed
158, closed
159, closed
173, closed
166, closed
167, closed
138, closed
149, closed
199, closed
156, closed
162, closed
165, closed
200, closed
116, closed
117, closed
126, closed
127, closed
129, closed
131, closed
135, closed
136, closed
141, closed
148, closed
153, closed
157, closed
160, closed
163, closed
164, closed
169, closed
170, closed
171, closed
174, closed
177, closed
184, closed
189, closed
195, closed
197, closed
198, closed
144, closed
147, closed
150, closed
179, closed
176, closed
139, closed
192, closed
151, closed
182, closed
186, closed
110, closed
154, closed
190, closed
111, closed
155, closed
123, closed
180, closed
196, closed
178, closed
137, closed
193, closed
187, closed
145, closed
161, closed
172, closed
201, closed
202, closed
204, closed
205, closed
206, closed
203, closed
207, closed
209, closed
208, closed
210, closed
211, closed
217, closed
215, closed
216, closed
214, closed
213, closed
212, closed
218, closed
227, closed
224, closed
229, closed
226, closed
232, closed
233, closed
230, closed
219, closed
231, closed
234, closed
223, closed
225, closed
228, closed
249, closed
240, closed
220, closed
221, closed
222, closed
235, closed
236, closed
242, closed
237, closed
238, closed
243, closed
239, closed
244, closed
245, closed
241, closed
250, closed
246, closed
247, closed
248, closed
300, closed
257, closed
259, closed
268, closed
260, closed
289, closed
299, closed
270, closed
271, closed
272, closed
297, closed
273, closed
282, closed
281, closed
274, closed
267, closed
284, closed
275, closed
276, closed
294, closed
286, closed
295, closed
287, closed
278, closed
251, closed
279, closed
280, closed
252, closed
298, closed
253, closed
283, closed
254, closed
255, closed
258, closed
261, closed
262, closed
256, closed
263, closed
264, closed
265, closed
266, closed
269, closed
285, closed
277, closed
288, closed
290, closed
292, closed
296, closed
291, closed
293, closed
301, closed
302, closed
303, closed
311, closed
310, closed
304, closed
306, closed
307, closed
308, closed
305, closed
309, closed
312, closed
316, closed
315, closed
317, closed
314, closed
318, closed
313, closed
320, closed
323, closed
325, closed
331, closed
326, closed
328, closed
319, closed
329, closed
324, closed
327, closed
332, closed
321, closed
330, closed
322, closed
333, closed
337, closed
338, closed
339, closed
348, closed
341, closed
336, closed
346, closed
350, closed
344, closed
342, closed
349, closed
343, closed
347, closed
334, closed
340, closed
345, closed
335, closed
351, closed
352, closed
354, closed
353, closed
400, closed
361, closed
357, closed
362, closed
359, closed
363, closed
360, closed
365, closed
372, closed
356, closed
366, closed
375, closed
368, closed
379, closed
369, closed
381, closed
392, closed
371, closed
393, closed
355, closed
394, closed
385, closed
395, closed
396, closed
386, closed
397, closed
374, closed
387, closed
398, closed
388, closed
377, closed
389, closed
390, closed
378, closed
399, closed
380, closed
382, closed
383, closed
384, closed
391, closed
373, closed
376, closed
367, closed
370, closed
364, closed
358, closed
401, closed
402, closed
403, closed
405, closed
406, closed
408, closed
409, closed
410, closed
407, closed
411, closed
412, closed
404, closed
413, closed
417, closed
416, closed
415, closed
414, closed
418, closed
426, closed
427, closed
430, closed
420, closed
419, closed
428, closed
423, closed
425, closed
429, closed
432, closed
431, closed
421, closed
422, closed
424, closed
433, closed
434, closed
435, closed
443, closed
436, closed
449, closed
445, closed
450, closed
440, closed
448, closed
439, closed
446, closed
447, closed
437, closed
444, closed
438, closed
441, closed
442, closed
451, closed
472, closed
473, closed
456, closed
469, closed
474, closed
475, closed
480, closed
460, closed
476, closed
461, closed
481, closed
462, closed
479, closed
453, closed
482, closed
485, closed
463, closed
470, closed
483, closed
471, closed
464, closed
484, closed
492, closed
454, closed
455, closed
493, closed
465, closed
495, closed
494, closed
466, closed
496, closed
497, closed
457, closed
467, closed
498, closed
468, closed
459, closed
452, closed
477, closed
500, closed
488, closed
478, closed
486, closed
499, closed
489, closed
487, closed
490, closed
491, closed
458, closed
501, closed
518, closed
516, closed
503, closed
515, closed
508, closed
509, closed
510, closed
506, closed
502, closed
511, closed
504, closed
514, closed
517, closed
513, closed
512, closed
507, closed
505, closed
531, closed
527, closed
528, closed
523, closed
525, closed
529, closed
524, closed
530, closed
520, closed
526, closed
521, closed
532, closed
519, closed
522, closed
542, closed
540, closed
548, closed
550, closed
533, closed
544, closed
539, closed
546, closed
535, closed
